City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Bellingham;Washington;30.7;41286;43857;85143;4703;8713;2.44;WA;Hispanic or Latino;6966
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;Black or African-American;2951
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;White;77220
Milpitas;California;36.8;40098;37519;77617;1608;39436;3.32;CA;American Indian and Alaska Native;599
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.2800000000000002;FL;American Indian and Alaska Native;881
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;American Indian and Alaska Native;5035
Carrollton;Texas;36.9;66928;66218;133146;5720;35327;2.7800000000000002;TX;Asian;18456
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;Black or African-American;15159
Mobile;Alabama;38.0;91275;103030;194305;11939;7234;2.4;AL;Black or African-American;96397
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.7800000000000002;TX;Black or African-American;30356
Fresno;California;30.0;256130;263942;520072;18410;103453;3.12;CA;Hispanic or Latino;256145
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;White;524258
Thousand Oaks;California;44.8;65113;64216;129329;6323;25330;2.79;CA;Hispanic or Latino;26754
Rialto;California;31.6;49902;53235;103137;2036;32741;3.83;CA;Asian;4103
Garden Grove;California;37.8;86779;88605;175384;4316;80677;3.66;CA;Asian;71737
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.2800000000000002;AR;American Indian and Alaska Native;2058
Waukegan;Illinois;32.3;45514;42833;88347;3404;30997;2.92;IL;American Indian and Alaska Native;677
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;White;74800
Mesa;Arizona;36.9;234998;236835;471833;31808;57492;2.68;AZ;White;413010
Corpus Christi;Texas;35.0;160488;163594;324082;25078;30834;2.69;TX;Hispanic or Latino;200737
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;Hispanic or Latino;1667
Orem;Utah;26.1;48695;45762;94457;2828;12808;3.26;UT;American Indian and Alaska Native;976
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;White;68838
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;American Indian and Alaska Native;8791
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;Black or African-American;22304
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;Black or African-American;8454
Nashville;Tennessee;34.1;314231;340365;654596;27942;88193;2.39;TN;Hispanic or Latino;67526
Stamford;Connecticut;35.4;64941;63936;128877;2269;44003;2.7;CT;Asian;11013
San Juan;Puerto Rico;41.4;155408;186829;342237;;;;PR;Hispanic or Latino;335559
Provo;Utah;23.6;56231;59027;115258;2177;10925;3.2800000000000002;UT;White;108471
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;Black or African-American;4447
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;American Indian and Alaska Native;3151
Caguas;Puerto Rico;40.4;34743;42265;77008;;;;PR;Hispanic or Latino;76349
Lancaster;California;30.9;80668;80445;161113;7892;17247;3.25;CA;Asian;8654
Gaithersburg;Maryland;35.7;32211;35234;67445;2126;28133;2.73;MD;Asian;13169
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;Hispanic or Latino;24987
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;Black or African-American;29822
Westminster;California;42.9;45538;46573;92111;3435;42227;3.27;CA;White;37593
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;Hispanic or Latino;15578
Lincoln;Nebraska;32.3;138544;138802;277346;14694;22958;2.4;NE;White;246677
Cincinnati;Ohio;32.7;143654;154883;298537;13699;16896;2.08;OH;White;162245
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;Asian;14398
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Asian;21227
Jacksonville;North Carolina;24.2;40015;27348;67363;8252;3732;2.51;NC;Black or African-American;13253
Kansas City;Missouri;35.9;228430;246931;475361;24710;37787;2.35;MO;Hispanic or Latino;46037
Spokane;Washington;36.6;102756;110511;213267;18044;13253;2.34;WA;Asian;9059
Fort Worth;Texas;32.6;414126;422843;836969;39182;143404;2.88;TX;Hispanic or Latino;296133
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;Black or African-American;4032
Surprise;Arizona;39.4;62875;65567;128442;11109;9929;2.9;AZ;Hispanic or Latino;25366
College Station;Texas;22.9;54125;53774;107899;2471;16145;2.52;TX;American Indian and Alaska Native;605
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;White;456451
Spring Valley;Nevada;37.0;96808;97147;193955;10644;61072;2.79;NV;White;111763
Paradise;Nevada;37.2;122784;114162;236946;14112;66712;2.65;NV;Asian;28380
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;American Indian and Alaska Native;630
Passaic;New Jersey;30.4;36505;34577;71082;693;24174;3.56;NJ;White;30352
Yakima;Washington;34.0;45147;48553;93700;4705;15717;2.74;WA;Asian;2248
Springfield;Illinois;38.8;55639;62170;117809;7525;4264;2.22;IL;American Indian and Alaska Native;1602
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;American Indian and Alaska Native;4590
Bayonne;New Jersey;39.7;32705;33598;66303;2225;21899;2.62;NJ;White;41431
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;Hispanic or Latino;8033
Norman;Oklahoma;30.9;59483;60814;120297;5578;8705;2.47;OK;Black or African-American;6620
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;American Indian and Alaska Native;398
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;Asian;308
Alafaya;Florida;33.5;39504;45760;85264;4176;15842;2.94;FL;Hispanic or Latino;34897
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;American Indian and Alaska Native;2396
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;Black or African-American;8193
Palm Coast;Florida;48.8;39489;42632;82121;7950;9084;2.76;FL;Asian;2479
Clifton;New Jersey;38.5;41932;44409;86341;2603;27979;3.11;NJ;Black or African-American;8743
Joliet;Illinois;33.1;70863;79162;150025;7353;22409;3.13;IL;American Indian and Alaska Native;523
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;American Indian and Alaska Native;535
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;White;113981
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;Asian;1376
Cary;North Carolina;39.9;78932;81582;160514;7426;30008;2.61;NC;White;119814
Farmington Hills;Michigan;42.1;37527;43805;81332;3650;18033;2.41;MI;Hispanic or Latino;2052
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;White;57837
Cicero;Illinois;28.5;43153;40714;83867;629;33801;3.89;IL;American Indian and Alaska Native;964
Beaumont;Texas;31.6;57326;60784;118110;7584;10516;2.47;TX;Black or African-American;58008
Sparks;Nevada;36.1;47780;48318;96098;7315;15690;2.63;NV;White;78737
Roswell;Georgia;38.8;48637;45859;94496;3325;16501;2.7;GA;American Indian and Alaska Native;585
Boston;Massachusetts;31.8;322149;347320;669469;18350;190123;2.38;MA;Hispanic or Latino;130656
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.7800000000000002;TX;Hispanic or Latino;97862
Tracy;California;35.5;43156;43937;87093;3025;25410;3.42;CA;Hispanic or Latino;32810
Manchester;New Hampshire;37.3;54845;55378;110223;5473;14506;2.4;NH;American Indian and Alaska Native;558
New Braunfels;Texas;37.0;33071;36852;69923;5204;5405;2.85;TX;Black or African-American;3471
Town 'n' Country;Florida;38.1;39410;39586;78996;4534;22135;2.61;FL;Asian;3347
Henderson;Nevada;42.5;139412;146246;285658;25045;35666;2.55;NV;Black or African-American;18816
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;Black or African-American;20185
Chula Vista;California;34.6;131485;134269;265754;12368;82710;3.32;CA;Asian;48506
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;Asian;2904
Salinas;California;30.4;77765;79621;157386;4020;58693;3.719999999999999;CA;White;95283
Racine;Wisconsin;33.7;39314;38423;77737;4650;4403;2.56;WI;American Indian and Alaska Native;1371
Springfield;Massachusetts;31.8;74744;79592;154336;5723;16226;2.81;MA;White;97171
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;American Indian and Alaska Native;1251
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;Black or African-American;2200
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;Hispanic or Latino;25320
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;White;76525
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.5300000000000002;CO;American Indian and Alaska Native;1029
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.8200000000000003;CO;American Indian and Alaska Native;8277
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;Hispanic or Latino;204913
Newport News;Virginia;32.8;88385;94000;182385;18896;12589;2.46;VA;American Indian and Alaska Native;2201
Shreveport;Louisiana;35.2;93138;103856;196994;14287;5658;2.5300000000000002;LA;White;79319
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;Asian;59424
Garden Grove;California;37.8;86779;88605;175384;4316;80677;3.66;CA;Black or African-American;1840
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;Asian;2670
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Hispanic or Latino;47446
Peoria;Arizona;36.9;80139;91103;171242;13019;14260;2.969999999999999;AZ;Asian;6631
Tempe;Arizona;28.8;91350;84476;175826;7058;26620;2.44;AZ;White;130346
Wilmington;Delaware;36.4;32680;39277;71957;3063;3336;2.45;DE;Hispanic or Latino;5516
Sterling Heights;Michigan;39.6;64985;67077;132062;6970;34313;2.66;MI;White;112743
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;Asian;1149
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;White;42870
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;White;52603
League City;Texas;35.9;49354;48996;98350;6484;8361;2.719999999999999;TX;Black or African-American;4166
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;American Indian and Alaska Native;4623
Goodyear;Arizona;38.6;36711;42292;79003;7650;11774;2.969999999999999;AZ;American Indian and Alaska Native;1301
Plymouth;Minnesota;38.4;39035;36893;75928;4158;8830;2.46;MN;Hispanic or Latino;3274
Bakersfield;California;30.6;182154;191473;373627;12284;71575;3.23;CA;White;272853
Fargo;North Dakota;30.7;60560;58690;119250;6154;9428;2.18;ND;White;107349
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;Hispanic or Latino;36687
Los Angeles;California;35.0;1958998;2012898;3971896;85417;1485425;2.86;CA;Black or African-American;404868
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;Hispanic or Latino;9446
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;Black or African-American;15542
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;White;89270
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.719999999999999;NC;White;60500
Santa Clara;California;35.2;63278;62938;126216;4426;52281;2.75;CA;White;55847
Garland;Texas;34.5;116406;120430;236836;10407;62975;3.12;TX;Hispanic or Latino;90989
Layton;Utah;29.5;37748;36394;74142;3811;4268;3.24;UT;Asian;2889
San Leandro;California;41.8;43032;47679;90711;4111;34293;2.79;CA;Hispanic or Latino;26894
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;Black or African-American;54934
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Asian;2772
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;White;58099
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;Black or African-American;55137
Vancouver;Washington;37.2;82958;89895;172853;12391;21748;2.49;WA;Hispanic or Latino;23184
Nashville;Tennessee;34.1;314231;340365;654596;27942;88193;2.39;TN;Asian;27355
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;American Indian and Alaska Native;492
Appleton;Wisconsin;35.6;37217;38038;75255;4219;4454;2.49;WI;American Indian and Alaska Native;835
Saint Charles;Missouri;34.9;32054;36747;68801;4371;5274;2.33;MO;American Indian and Alaska Native;681
Inglewood;California;34.9;52995;58661;111656;2703;34171;3.12;CA;Black or African-American;44991
Kissimmee;Florida;36.7;33283;35869;69152;2449;16879;3.01;FL;Hispanic or Latino;44120
Lynchburg;Virginia;28.7;38614;41198;79812;4322;4364;2.48;VA;Hispanic or Latino;2689
Harlingen;Texas;30.1;32404;33365;65769;2761;10391;3.0;TX;Asian;2166
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Black or African-American;19194
German;Maryland;34.9;41115;43007;84122;2443;27877;2.95;MD;Asian;15921
Jacksonville;North Carolina;24.2;40015;27348;67363;8252;3732;2.51;NC;Hispanic or Latino;11947
Wyoming;Michigan;32.8;35967;39310;75277;3447;8612;2.65;MI;Hispanic or Latino;15325
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Hispanic or Latino;327680
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;Asian;385198
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;Hispanic or Latino;32976
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;Black or African-American;151256
Coral Springs;Florida;37.2;63316;66186;129502;4724;38552;3.17;FL;Hispanic or Latino;40817
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;White;65397
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;Black or African-American;23578
Lexington-Fayette  county;Kentucky;34.4;154032;160456;314488;16661;28613;2.34;KY;Asian;14066
College Station;Texas;22.9;54125;53774;107899;2471;16145;2.52;TX;Asian;10915
Carmel;Indiana;39.9;42928;46101;89029;2723;9645;2.71;IN;Asian;11223
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;Black or African-American;5498
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;White;195220
Tyler;Texas;33.9;50422;53283;103705;4813;8225;2.59;TX;Black or African-American;26156
Lehigh Acres;Florida;34.3;57856;61624;119480;5551;31880;3.55;FL;Black or African-American;29998
Reading;Pennsylvania;29.4;43668;44205;87873;2580;17043;2.95;PA;American Indian and Alaska Native;9671
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;Black or African-American;5294
Davenport;Iowa;35.2;50123;52454;102577;7090;4065;2.39;IA;Asian;3071
Greeley;Colorado;31.0;50792;50091;100883;4294;11480;2.75;CO;Asian;2202
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;White;100150
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;American Indian and Alaska Native;481
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;Hispanic or Latino;4961
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;Asian;3341
Santa Maria;California;30.1;53320;51762;105082;2876;39192;3.83;CA;Asian;5058
Casas Adobes;Arizona;44.8;30890;34375;65265;6601;7024;2.24;AZ;Black or African-American;1854
Johnson City;Tennessee;38.2;31019;34350;65369;5038;2878;2.18;TN;White;59147
Joliet;Illinois;33.1;70863;79162;150025;7353;22409;3.13;IL;Hispanic or Latino;45291
Gresham;Oregon;36.7;53866;56716;110582;6326;17860;2.67;OR;Asian;6641
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.719999999999999;IL;White;43688
Sterling Heights;Michigan;39.6;64985;67077;132062;6970;34313;2.66;MI;Asian;12264
Lynwood;California;29.4;35634;36371;72005;776;28061;4.43;CA;White;48670
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;Hispanic or Latino;8858
Warner Robins;Georgia;31.4;35093;38909;74002;6974;3210;2.5;GA;American Indian and Alaska Native;1309
Plymouth;Minnesota;38.4;39035;36893;75928;4158;8830;2.46;MN;Black or African-American;6938
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;Hispanic or Latino;30787
Savannah;Georgia;30.3;69389;76295;145684;9717;10355;2.5700000000000003;GA;Black or African-American;82307
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;White;84625
Norfolk;Virginia;30.2;128917;117476;246393;29445;16702;2.51;VA;Asian;11854
Lake Charles;Louisiana;31.8;35678;40388;76066;4477;3215;2.36;LA;Hispanic or Latino;3157
Abilene;Texas;31.3;65212;60664;125876;9367;8129;2.64;TX;White;95487
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;Hispanic or Latino;39000
New Orleans;Louisiana;35.9;185736;203881;389617;17388;21679;2.41;LA;American Indian and Alaska Native;2496
Surprise;Arizona;39.4;62875;65567;128442;11109;9929;2.9;AZ;American Indian and Alaska Native;1883
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;Hispanic or Latino;4504
Sandy Springs;Georgia;35.4;48570;56777;105347;3015;19837;2.4;GA;Asian;7909
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;American Indian and Alaska Native;1092
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;American Indian and Alaska Native;1219
Corona;California;37.1;79749;84493;164242;7709;42131;2.969999999999999;CA;American Indian and Alaska Native;2268
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;Black or African-American;6123
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Black or African-American;81861
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;American Indian and Alaska Native;4856
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;Hispanic or Latino;28977
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;Black or African-American;6079
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.8200000000000003;CO;Black or African-American;61894
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;American Indian and Alaska Native;3042
Bolingbrook;Illinois;33.7;36295;35801;72096;2951;15212;3.42;IL;Hispanic or Latino;16904
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Asian;78916
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.5300000000000002;CO;White;71538
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.5300000000000002;CO;Black or African-American;950
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Black or African-American;82248
Saint Joseph;Missouri;35.7;37688;38408;76096;5846;3755;2.58;MO;American Indian and Alaska Native;1018
Syracuse;New York;30.3;69462;74690;144152;5845;17733;2.39;NY;Black or African-American;46026
Ann Arbor;Michigan;28.1;58789;58281;117070;3614;20717;2.17;MI;Asian;18797
Jacksonville;North Carolina;24.2;40015;27348;67363;8252;3732;2.51;NC;American Indian and Alaska Native;1741
Visalia;California;32.6;63695;66399;130094;5547;20779;3.11;CA;Asian;11523
Chula Vista;California;34.6;131485;134269;265754;12368;82710;3.32;CA;American Indian and Alaska Native;1652
Broken Arrow;Oklahoma;36.8;52136;55459;107595;6797;6845;2.77;OK;Hispanic or Latino;9191
Naperville;Illinois;38.5;71365;75794;147159;4545;30399;2.76;IL;White;108937
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;Black or African-American;5279
Redlands;California;36.2;33993;37035;71028;3445;8681;2.8200000000000003;CA;Hispanic or Latino;19698
